n,Budget,MaxValue,MaxValueDP,MaxValueDP Running Time,2-Approximation,2-Approximation Running Time,MinCostDP,MinCostDP Running Time,FPTAS,FPTAS Running Time
110,5711,998,22048,2098659,22048,21724,22048,19114632,21987,4078394
110,11117,992,27889,3672999,27807,52856,27889,19536181,27803,4114877
110,11142,979,26674,3848955,26552,30176,26674,18746737,26588,3967476
110,16474,998,32681,6029827,32680,26517,32681,18898287,32575,4232824
110,48046,997,57495,16441946,57495,25245,57495,18958984,57236,3859724
110,18925,997,38589,6488739,38408,16772,38589,18695579,38461,4088956
110,46311,1000,54748,16048564,54719,18604,54748,19425343,54509,3858860
110,29667,978,50519,14061033,50453,33820,50519,18851868,50344,3816087
110,41270,998,55849,13882791,55819,31191,55849,19469835,55638,5387994
110,40489,997,49955,14312902,49955,22560,49955,18599172,49754,4014199
110,39600,999,53321,13245909,53293,19565,53321,18914472,53119,4474589
110,18167,996,36084,6109307,36039,20987,36084,18968131,35942,3956288
110,31787,999,43307,10791036,43307,18515,43307,19126201,43143,3907561
110,25617,988,38946,8827512,38918,18235,38946,19214542,38810,4023553
110,1516,997,8502,488890,8502,39227,8502,25881733,8469,4529085
110,54936,999,57209,19266196,57207,29443,57209,22212647,56961,4793708
110,20427,992,39816,6899959,39816,21425,39816,22993131,39666,4546979
110,39444,995,52290,16893128,52290,26264,52290,23268155,52101,4437545
110,39920,990,50871,18613160,50861,26226,50871,19899674,50724,4779944
110,20272,996,40616,8707823,40506,23633,40616,20929607,40482,4475321
110,27074,997,44330,9627854,44330,22843,44330,19747588,44171,5063739
110,32777,989,51462,12609076,51435,23940,51462,19644806,51279,4160620
110,15628,987,38217,5417126,38142,18452,38217,19156187,38093,4094666
110,11774,998,25558,3913034,25449,20606,25558,20508165,25471,4554928
110,47138,986,49177,17186311,49152,23669,49177,19283194,48936,4052156
110,26821,981,47472,10548412,47392,29659,47472,23713004,47324,4228935
110,26000,977,43417,9257072,43255,21267,43417,18992695,43263,4140999
110,24540,1000,42525,12442903,42462,24242,42525,19565671,42368,4406904
110,34189,992,46509,12784126,46509,22612,46509,20247779,46348,5329664
110,49378,990,49463,19500701,49463,22619,49463,20882270,49243,3949601
110,48913,999,57881,20876311,57829,32002,57881,20320652,57674,5265428
110,50842,989,57022,19037609,57017,26917,57022,18701549,56782,3968174
110,33249,1000,44178,11178777,44175,21154,44178,18715561,44018,4098383
110,40262,991,49367,13768093,49303,24133,49367,19742120,49180,3879425
110,19725,999,38199,6894261,38145,23045,38199,19097394,38080,4032654
110,18130,991,33471,6079243,33471,17980,33471,22733273,33347,4630734
110,48347,996,54263,18697970,54255,29949,54263,21563433,54060,4192581
110,52625,990,55836,24449413,55820,22610,55836,19632436,55665,4142327
110,24982,996,45334,9782017,45289,41626,45334,21160341,45150,4298038
110,32272,1000,43415,11468629,43402,28454,43415,23815729,43259,4073848
110,24704,995,41990,8564394,41989,22659,41990,19181536,41839,4094922
110,32257,988,52693,10924761,52602,20285,52693,18588019,52516,3909732
110,8020,994,21744,2807138,21677,16497,21744,18819895,21678,4375262
110,34378,999,52142,11981846,52142,21571,52142,19412772,51952,4331605
110,51592,997,56538,19758136,56538,23904,56538,18826894,56294,3858913
110,48069,995,53414,17236524,53414,21884,53414,21002358,53200,3899250
110,56134,990,49871,23267850,49840,26557,49871,22373043,49671,4368661
110,52724,993,54980,19185818,54968,22628,54980,19612909,54750,4245932
110,9112,978,28219,3075559,28219,21538,28219,18612710,28130,4174028
110,50691,1000,48984,18558413,48978,33701,48984,19532874,48731,3972521
110,36352,999,51283,12638422,51283,22134,51283,19365479,51062,4046057
110,19672,995,37886,6714048,37886,19654,37886,21780779,37751,5032028
110,48105,1000,52281,16579331,52281,21203,52281,18659655,52036,3898075
110,9449,985,25579,3261216,25529,17620,25579,18567122,25498,4072620
110,1093,987,8362,325522,8238,17097,8362,22442772,8340,4298434
110,39591,987,51789,15937535,51789,21300,51789,18873113,51588,3863140
110,20842,989,38322,7128372,38310,18589,38322,19465291,38188,5955534
110,5044,987,17466,2276266,17466,42700,17466,24751237,17420,5450837
110,50447,995,48411,19889281,48380,25337,48411,19572729,48180,4313388
110,38393,998,51862,13304534,51861,34328,51862,19943625,51646,4011173
110,20117,981,38290,6698331,38248,21874,38290,22553117,38165,4562210
110,33738,994,46031,14018875,45990,35642,46031,22269659,45873,4212870
110,28189,999,49170,9828607,49135,23864,49170,21387442,49014,4134655
110,48513,985,52725,17600639,52709,24117,52725,19556408,52518,4279930
110,36171,990,50414,15032122,50385,26266,50414,21094562,50251,4041123
110,14983,980,31478,5745821,31478,36013,31478,22145551,31386,4278400
110,40791,994,48550,14868767,48474,29837,48550,20474800,48344,4162374
110,20032,985,35660,7451325,35578,21899,35660,21988100,35545,4529399
110,25653,994,41837,9350065,41815,22259,41837,19530221,41666,4387572
110,23935,998,41477,9018474,41432,22650,41477,20270869,41339,4337923
110,41076,987,51553,15227783,51553,24567,51553,20182304,51337,4496680
110,19439,984,35711,8787522,35711,32686,35711,20595438,35585,4171854
110,52322,999,51497,17885567,51497,21471,51497,20081082,51262,3869137
110,3126,996,15376,986284,15376,19035,15376,20366867,15324,4483890
110,3557,989,13631,1228632,13599,21655,13631,19309897,13589,4056747
110,6389,994,22179,2181413,22179,17561,22179,19340216,22102,4255506
110,11967,982,26624,4193945,26498,17332,26624,19188637,26522,3949997
110,9752,994,28551,3483543,28551,40014,28551,21479363,28441,4160482
120,39000,990,51050,14693484,51011,20552,51050,29537026,50881,6272040
120,56108,998,58599,23094048,58556,27992,58599,25325925,58403,6325005
120,25122,1000,42515,9746700,42501,25395,42515,25850111,42383,6784921
120,37433,997,56864,16186629,56820,23591,56864,23412107,56658,5376376
120,47040,988,56978,18104581,56913,23924,56978,23139805,56781,6179734
120,12100,985,33573,5500055,33393,27003,33573,21925638,33453,5557577
120,59303,985,63236,27350704,63236,36231,63236,27288545,62978,8176564
120,17684,996,44703,7483084,44623,47562,44703,26151146,44575,5818335
120,51780,996,63630,23869316,63599,23492,63630,23399701,63391,5951796
120,51140,997,58099,21873759,58073,28892,58099,27558367,57867,8012991
120,22862,1000,44981,10480852,44956,26199,44981,26848336,44837,5900731
120,9339,999,25174,3603120,25174,28118,25174,26588877,25087,6101418
120,55993,983,62134,25357056,62134,29566,62134,20888481,61883,5124570
120,54009,995,60153,19517119,60153,42060,60153,22272577,59940,5581312
120,6038,1000,23587,3989596,23421,30391,23587,24310634,23516,5714416
120,15428,996,39817,5765172,39759,23078,39817,22876291,39707,8158291
120,59770,978,60517,25800934,60514,25368,60517,22951146,60301,5554985
120,53046,966,54997,19935313,54980,23143,54997,26578050,54776,7153900
120,34336,999,51754,13112418,51663,23029,51754,25792177,51585,5856063
120,11432,1000,29057,4555038,28950,24847,29057,24182544,28954,5822071
120,57124,999,58012,26311951,58009,28343,58012,22604459,57763,5394905
120,34717,998,53757,13322245,53750,22447,53757,25014290,53563,6517356
120,1761,996,10848,668014,10798,23745,10848,26380400,10814,5702863
120,1272,998,11412,456458,11412,24780,11412,26191590,11377,5626389
120,13982,996,34140,5573473,34021,22715,34140,26316851,34034,5555781
120,42022,991,50410,20004728,50410,44794,50410,21428797,50223,5168274
120,55161,1000,61255,20620308,61246,32433,61255,25827143,61029,4986659
120,4211,998,17181,1454105,17176,21140,17181,22088136,17107,5117736
120,55469,996,61161,21003180,61119,22364,61161,27025142,60901,5072035
120,18303,979,39483,6818978,39483,32066,39483,21968046,39355,5382632
120,6897,986,25467,2446703,25467,18243,25467,22897423,25401,5659021
120,29982,999,48456,11828094,48369,30707,48456,27853360,48318,6855077
120,16441,998,34025,6446309,34015,23250,34025,22767300,33927,5226879
120,41506,984,52415,15401614,52339,30638,52415,22236632,52221,5120517
120,18964,995,38494,7184922,38394,22265,38494,25464115,38398,5351759
120,26880,991,46724,9913673,46706,22735,46724,27444540,46585,6319595
120,18275,983,40314,7043540,40307,23220,40314,28216765,40176,5480538
120,35563,1000,54270,18203721,54245,22801,54270,24242310,54087,5521140
120,49118,999,53818,21114510,53816,24830,53818,24387363,53604,6754767
120,53938,991,51787,20890227,51787,53376,51787,23692220,51552,5638063
120,20713,986,46711,11049235,46711,37327,46711,22615603,46580,5126768
120,12810,991,31295,4742369,31295,20220,31295,21986512,31195,5259902
120,5330,1000,22889,1903570,22648,17672,22889,22921092,22825,7627793
120,51927,994,55869,21740873,55808,29153,55869,26369304,55655,5695119
120,12686,999,34732,4813296,34525,22762,34732,26688934,34611,5861754
120,15591,994,32311,6097844,32306,22310,32311,24959732,32226,5532913
120,27453,997,46792,11630582,46678,37249,46792,24779756,46651,6002640
120,59134,989,58802,24368126,58802,24891,58802,29177937,58573,5757483
120,41951,999,57673,16287261,57572,44773,57673,23995085,57500,5205988
120,43805,998,57751,16848484,57731,22301,57751,26866663,57547,5274007
120,51258,975,52143,19348021,52130,23023,52143,22204356,51926,5455807
120,10611,996,27638,3965528,27509,72485,27638,26630845,27547,5953937
120,49358,999,60039,21899322,60039,68643,60039,21584129,59848,4934108
120,23907,969,45008,8816291,44737,34459,45008,24892293,44872,5098691
120,53533,994,58166,24029814,58157,49031,58166,21266824,57962,5122557
120,48795,999,55393,18424622,55393,41442,55393,26369747,55178,5648326
120,7337,999,20655,3451981,20655,46065,20655,23251449,20587,5882946
120,19463,998,36460,7761393,36371,38530,36460,22999539,36356,5342107
120,36194,996,56950,13928297,56950,33671,56950,27107024,56747,5926150
120,24209,984,40603,9703389,40500,68883,40603,24917450,40462,5608851
120,43590,995,53480,19290385,53357,63324,53480,23661901,53278,5564873
120,11386,993,28232,4393163,28195,25172,28232,25021694,28130,5787145
120,30688,988,53464,12575156,53464,26111,53464,24185219,53306,5898536
120,11976,925,24403,5846353,24338,32719,24403,22653397,24319,6007788
120,38346,993,55819,15413377,55787,28612,55819,24903224,55649,5935664
120,37251,985,50997,14896946,50986,26822,50997,23246446,50797,5520360
120,33615,999,55322,13043069,55306,25152,55322,26725567,55128,5464270
120,29087,990,50234,12291047,50199,32756,50234,26246121,50089,5688387
120,58663,982,62876,26067245,62850,26151,62876,23352016,62618,5615541
120,27258,997,53088,10571319,53046,27862,53088,34812374,52961,5314925
120,20635,999,45850,7782909,45848,24595,45850,23160046,45716,5157596
120,18882,996,37864,7181572,37864,21335,37864,22626908,37765,5169776
120,1858,997,12689,619554,12588,19550,12689,22488442,12649,5344815
120,46518,1000,61822,17404269,61822,21095,61822,22761761,61612,5114498
120,45414,995,57630,16698275,57628,20926,57630,22158048,57436,5014822
120,61977,999,64260,23059995,64260,20933,64260,22063901,64031,5304327
120,24875,986,43917,8912913,43796,21649,43917,22108512,43786,5347862
120,3117,992,13070,1079427,13070,19730,13070,22584640,13028,5636197
120,52822,1000,61361,19900433,61361,21309,61361,22158543,61150,4977350
120,29164,987,45379,10962557,45379,21170,45379,22535228,45225,5426335
120,56156,996,63073,23337090,63073,25340,63073,22798020,62822,5089912
120,60019,990,58508,22449854,58508,22975,58508,22171816,58282,5183225
120,9797,995,26387,3653620,26268,19445,26387,22405306,26305,5107491
120,6282,980,23474,2319934,23293,18287,23474,26672521,23393,5276894
120,55593,980,60379,20971312,60379,26834,60379,22353277,60131,4937762
120,9508,985,26723,3518389,26564,25374,26723,21785018,26648,5222213
120,25177,990,43254,9801549,43247,22113,43254,24395072,43114,8220488
120,45993,986,65544,19990259,65536,76494,65544,23463583,65343,5417533
120,33748,1000,53801,12545713,53762,25201,53801,23197866,53629,6711264
120,27885,1000,42505,16196156,42451,73806,42505,28054328,42362,12193688
120,8918,995,23301,3390092,23252,28355,23301,22888715,23237,5387058
120,8264,1000,24432,2967487,24273,61758,24432,23739929,24370,5383390
120,1453,995,10367,490718,10367,54682,10367,23033831,10335,5145537
120,33323,992,54428,12363871,54428,33985,54428,22198290,54241,5208641
120,48692,993,60490,17902348,60490,68348,60490,22241779,60291,5189822
120,32529,981,46276,12667383,46276,31272,46276,22409581,46119,5133164
120,39738,999,56089,14781172,56064,43872,56089,22404249,55894,5586513
120,11882,998,29731,4468318,29690,23382,29731,23063463,29628,5552621
120,53752,996,59953,20392303,59931,29820,59953,22855436,59706,5677498
120,34959,998,52951,13827382,52884,42596,52951,25627920,52740,5586200
130,5351,993,25081,2134605,25081,29366,25081,27287761,25004,7272633
130,24002,996,41730,10370700,41725,30609,41730,27414637,41621,6916413
130,42038,981,56789,17077996,56731,49454,56789,28172695,56611,6830314
130,53712,987,60752,26202785,60752,47098,60752,25337377,60529,6552843
130,54061,977,59959,21713685,59925,29786,59959,25208514,59747,6517534
130,9765,983,30044,3758913,30044,25620,30044,25822995,29955,6741692
130,43262,1000,67027,17487047,66956,48243,67027,26140694,66838,6475260
130,32155,999,50215,12770934,50174,32198,50215,28735633,50046,6758482
130,61812,996,65153,25286405,65153,38073,65153,26030011,64920,6397511
130,11040,998,32104,4487989,32104,25870,32104,26500448,32012,6812165
130,37008,993,56751,18983965,56601,35436,56751,25556481,56585,6881311
130,36768,995,55452,19153940,55452,34818,55452,29435798,55295,6981196
130,53419,998,60864,21586280,60852,42549,60864,26443518,60643,6729128
130,5698,996,23475,2347446,23475,31886,23475,26318314,23413,7187374
130,52981,979,61014,21937381,60994,26738,61014,28002300,60803,6637346
130,3321,998,20265,1245214,20170,27346,20265,26799974,20209,6842786
130,18121,999,33694,7318817,33587,25423,33694,26783329,33608,6581170
130,42051,999,60832,18642389,60809,42536,60832,27923115,60639,6957796
130,13400,987,31753,5265048,31608,26277,31753,26371059,31663,6600550
130,57980,991,67000,23552743,66966,31292,67000,25445278,66759,6559258
130,58725,999,60317,23460709,60317,25204,60317,25672366,60078,6715713
130,15303,1000,36447,5982462,36447,24459,36447,30614240,36342,6561176
130,2618,1000,13912,970562,13912,27779,13912,28917616,13869,7216837
130,30447,997,51873,12951477,51793,31936,51873,27036168,51721,6639593
130,7263,998,23062,3164625,22990,32445,23062,30260567,23003,6904908
130,52383,994,59220,21679457,59208,30353,59220,25802529,58990,6547159
130,57687,996,62076,23433695,62060,26611,62076,25868108,61859,6639308
130,12741,996,31396,5305348,31396,24406,31396,26540224,31308,6757781
130,36439,999,60169,14825914,60166,25359,60169,28503614,60005,6972849
130,26157,988,45570,10471492,45569,33463,45570,26709851,45440,7126537
130,26533,1000,47244,10902704,47244,41303,47244,26332209,47107,7227348
130,38029,993,51657,15428855,51615,28095,51657,26089813,51502,6569994
130,11383,987,30994,4393009,30986,24618,30994,25945969,30900,6561385
130,35368,995,52782,14361968,52767,25492,52782,26346391,52620,6504036
130,27184,1000,48222,10893998,48201,24338,48222,26299942,48080,8457164
130,10203,999,29249,4141578,29249,30765,29249,26926957,29163,7034199
130,21128,998,43652,8612988,43615,25785,43652,27192740,43516,7352826
130,3249,1000,17778,1255135,17778,23705,17778,26646906,17715,6836678
130,40235,1000,56931,16598590,56931,25615,56931,25990140,56761,6405235
130,35956,992,59996,14462083,59949,26223,59996,27212952,59821,9087085
130,34213,972,52619,13957036,52614,29234,52619,24943333,52480,6510259
130,25411,990,46666,10097115,46636,28308,46666,34315657,46545,6949137
130,9742,997,28083,3817521,27988,28524,28083,26427193,27996,6970838
130,6038,997,23591,2450321,23591,26410,23591,26885594,23517,7102712
130,16604,983,35774,6633020,35687,36867,35774,26451615,35679,7186541
130,58424,997,62295,23929347,62295,31075,62295,25869949,62070,6516436
130,35587,998,54137,14062122,54043,34332,54137,29788007,53945,6670367
130,39340,999,53828,15759257,53828,33072,53828,27247345,53661,6460374
130,64679,998,67305,26272543,67305,30010,67305,25745747,67046,6306602
130,39015,985,55228,15772186,55157,25798,55228,25758569,55069,6559671
130,22299,1000,42938,8771576,42935,32194,42938,27208118,42815,6535944
130,45279,992,59650,18752919,59650,25683,59650,30113052,59478,7380240
130,8906,995,30112,3448161,29960,28660,30112,38639998,30033,7055683
130,64769,998,65610,26641495,65582,30547,65610,25560535,65376,6308342
130,40021,999,58834,16060817,58815,25586,58834,29884707,58648,7122003
130,3976,999,15226,1505619,15077,27577,15226,26319408,15188,7176795
130,51202,996,66532,21030033,66528,27574,66532,26258191,66310,7023343
130,56551,996,63864,22952256,63828,27551,63864,31923938,63648,7088562
130,43450,987,58275,17805015,58161,33677,58275,25920842,58077,6848112
130,51769,989,63126,21427802,63055,39593,63126,26147319,62896,7001887
130,21120,997,40671,9113165,40671,36885,40671,27677609,40554,7425632
130,24549,984,49835,10078361,49835,37221,49835,26612720,49699,7274628
130,35841,998,52770,14761531,52770,31849,52770,27138666,52609,7240516
130,22470,1000,48351,9828161,48312,36224,48351,28478887,48230,7497584
130,9621,990,28371,6377551,28371,31674,28371,27447119,28298,6886748
130,29903,996,50322,12162753,50295,29156,50322,26017731,50156,6436822
130,47417,996,56661,20078938,56637,37580,56661,27508494,56473,7330570
130,43100,992,59960,21057871,59960,42205,59960,25248304,59768,7015389
130,31112,978,45916,12455697,45865,40612,45916,26092416,45785,7025040
130,41768,993,58310,16878856,58310,39344,58310,27836719,58121,7579715
130,50061,995,58747,22343430,58747,33871,58747,27982976,58536,8417642
130,65433,995,66568,32075636,66559,34300,66568,27865329,66339,6772565
130,11597,999,37834,4938786,37759,30115,37834,28235852,37723,6913651
130,33305,994,50404,13472272,50344,28396,50404,26837571,50261,6498437
130,11465,990,29503,4724974,29486,29310,29503,26842272,29429,7410336
130,38541,992,50984,15804404,50984,29794,50984,31762604,50820,7856954
130,51849,996,66151,24058149,66143,41704,66151,31175287,65958,7109076
130,10848,997,31511,4683354,31511,30047,31511,29958409,31424,7437321
130,50365,992,58004,24078375,57998,33458,58004,35049874,57825,9141247
130,30428,992,50434,15768005,50434,43174,50434,29891369,50279,6972903
130,23023,984,46801,9220062,46718,51280,46801,26724930,46668,7234820
130,27720,997,43227,11332502,43227,25004,43227,27850994,43089,8431630
130,1915,999,9681,814028,9649,36807,9681,31201465,9651,6757754
130,58275,989,67045,28233729,67045,36917,67045,27813921,66795,6790068
130,37008,999,56479,19498792,56322,38218,56479,31291322,56301,6592399
130,16389,968,38641,7482375,38637,30569,38641,32238899,38533,7772466
130,48723,1000,57026,23567172,57026,38582,57026,28619021,56800,8324309
130,52720,995,61276,21521124,61260,39254,61276,26528686,61050,8790830
130,59752,999,62262,25454918,62209,30176,62262,26807998,62049,6788582
130,2694,1000,11205,1106927,11205,29405,11205,27893360,11173,7248901
130,3027,999,14006,1151985,14000,26722,14006,28086817,13974,8990680
130,54097,976,56344,23795520,56334,36081,56344,29423333,56138,8834721
130,49258,995,63513,24265756,63463,37126,63513,26626534,63304,6887027
130,42233,986,56518,16853080,56518,33197,56518,27413475,56327,7137852
130,35818,999,55978,15001443,55940,32438,55978,27391944,55805,10420682
130,62076,982,70876,26676243,70876,35864,70876,26830641,70647,8290764
130,2408,998,12546,1140794,12546,44077,12546,28524088,12505,7641322
130,64863,1000,65306,27521403,65306,59755,65306,30973962,65092,8277764
130,60778,1000,61666,24929451,61666,31791,61666,26073754,61457,7028245
130,1255,996,8126,432246,8126,23820,8126,26930306,8098,7032567
140,49508,990,63681,21917000,63673,44302,63681,40586814,63490,9948279
140,47911,1000,64645,23435842,64632,33875,64645,35580031,64475,8886555
140,54014,992,66418,24932868,66318,46794,66418,29914461,66247,8340040
140,38311,1000,61699,28406983,61672,36539,61699,32672863,61546,8916544
140,49320,988,69211,25600623,69211,38375,69211,37458559,69018,10742438
140,27126,998,42907,11961249,42846,32145,42907,29915056,42792,8208209
140,40084,997,57293,17445522,57226,42108,57293,30663614,57135,9270596
140,14476,1000,37236,7495660,37163,34025,37236,30497228,37153,9993606
140,61082,993,67514,27361668,67491,31009,67514,33522717,67286,9104811
140,67032,995,75409,34088175,75389,62226,75409,35663795,75179,10391559
140,36819,987,57789,16930007,57682,35094,57789,29795262,57637,8218261
140,8439,993,27308,3515794,27300,27601,27308,30791686,27236,8180313
140,23923,995,50564,10352710,50509,49157,50564,38553788,50442,8942931
140,61754,998,67026,28382826,66970,33525,67026,29803341,66816,11846918
140,13774,1000,34328,6842331,34287,31106,34328,35278272,34232,8910048
140,43614,991,60206,23384830,60140,33759,60206,36630659,60012,10076845
140,14249,994,40246,8006005,40128,36856,40246,38439910,40139,12075461
140,62022,998,66110,27787517,66091,36183,66110,32861561,65885,8833094
140,51123,996,68395,22565849,68384,34599,68395,30218997,68183,8142850
140,22503,998,49164,10000063,49028,29038,49164,31594714,49041,11493373
140,8942,991,28580,4405040,28533,32755,28580,32993478,28519,11986381
140,14335,963,37746,6927810,37691,32106,37746,33423018,37642,11079230
140,27004,988,53780,13292545,53738,32662,53780,34754945,53669,9024647
140,39990,995,68263,18855800,68261,33349,68263,33134279,68089,8656084
140,62976,980,71085,32089720,71076,40234,71085,34316268,70896,8954930
140,29110,997,54729,14016284,54633,38059,54729,45580876,54585,10223991
140,68526,996,70219,31741274,70219,36962,70219,37179120,69983,15243240
140,34996,994,55986,25058115,55916,65548,55986,56389980,55827,13179572
140,74338,997,67266,52631445,67264,60978,67266,64780909,67026,15127836
140,9905,997,25514,8399481,25398,38424,25514,47098006,25444,13503776
140,54643,999,70434,35990272,70332,36866,70434,47988185,70211,13586053
140,47145,989,63684,25802414,63684,37654,63684,34084272,63483,11616485
140,60607,994,69957,32063135,69957,41589,69957,33601446,69736,9181088
140,20320,988,41973,10003866,41973,37584,41973,44999958,41866,9176722
140,4996,999,20968,2216410,20960,33012,20968,35436288,20911,8850471
140,53059,976,73020,24817005,73020,34198,73020,30576151,72802,11225664
140,45200,989,67458,29092903,67439,49641,67458,32330795,67273,9274797
140,49110,999,66354,29275387,66338,54701,66354,50250415,66148,14296256
140,39510,1000,65526,24356067,65509,37565,65526,52863077,65346,15349678
140,7608,994,24310,6672365,24280,38729,24310,42144661,24264,11108026
140,9563,994,29300,4724515,29300,58221,29300,36227176,29220,12678571
140,58652,995,64983,44892033,64983,38247,64983,38501667,64770,9129605
140,38708,978,56172,24418518,56172,35196,56172,36142944,56025,13831306
140,48982,998,64332,22410009,64332,39095,64332,37141110,64125,13732569
140,3440,998,17413,2484550,17337,55017,17413,35511533,17365,8829930
140,1278,976,8375,506654,8375,33654,8375,33941199,8351,8978530
140,45684,966,65113,21343303,65113,54744,65113,33112036,64922,8770048
140,14932,999,34863,7079345,34701,75372,34863,32694604,34797,9267283
140,33124,999,53289,16451823,53264,45718,53289,35956397,53146,9456882
140,11195,965,32713,5079679,32713,35829,32713,34185000,32620,8923021
140,45973,973,60361,23121472,60317,46830,60361,33150890,60187,9317341
140,20747,999,42653,9579603,42569,34695,42653,37705998,42532,9220434
140,31782,972,54091,16338407,54074,35738,54091,33622511,53949,12435578
140,27919,980,50486,13854748,50474,34390,50486,33820235,50379,9660390
140,24690,995,50025,11604654,49974,36529,50025,35062090,49899,11803347
140,27717,993,50798,14646446,50666,37489,50798,34199823,50664,9474841
140,15421,996,39743,7452493,39606,52787,39743,36098111,39644,9027300
140,56997,993,66210,28479746,66210,63877,66210,38205328,65999,9145693
140,33557,999,59791,17624256,59770,73729,59791,42288255,59643,11115450
140,40845,999,57993,19951932,57905,42652,57993,36491645,57852,16635568
140,45397,996,62666,26347923,62619,39086,62666,34801717,62506,9636861
140,26013,996,46248,14831798,46196,47741,46248,35994841,46114,9340241
140,24003,999,45387,12155084,45387,37118,45387,36230499,45265,8981994
140,2369,1000,12821,1181360,12821,35106,12821,32364557,12792,9718862
140,18922,985,40854,9350343,40854,35780,40854,33179655,40750,9725383
140,61898,993,69719,30188169,69708,36995,69719,31814188,69488,8918570
140,22940,995,44723,11261943,44508,37112,44723,50278051,44600,9621707
140,58742,999,71382,29727362,71382,37414,71382,34241695,71160,9175044
140,26596,999,50366,12249550,50353,35968,50366,32804879,50228,9385768
140,22150,992,40031,10164667,40031,33077,40031,35129058,39924,9523026
140,35793,997,59087,17995940,59006,36335,59087,32751928,58933,9867181
140,55892,998,72657,27688858,72657,51673,72657,34666724,72458,9763940
140,3755,990,16165,2353594,16087,37328,16165,36389367,16126,9015905
140,19941,988,43925,10811868,43835,43637,43925,34572108,43821,11805325
140,19077,997,42480,9460172,42390,36069,42480,37055904,42368,9456349
140,56773,998,73389,26932589,73389,37020,73389,31838067,73153,9298181
140,44402,992,62927,24088260,62858,67067,62927,34463810,62744,10261755
140,64418,994,72710,26151870,72710,37869,72710,37155114,72473,9692141
140,24833,1000,48669,11607127,48567,37865,48669,37700814,48539,9071964
140,15225,998,37639,6544845,37624,37914,37639,37260698,37531,9533846
140,47217,995,65146,18993165,65101,37200,65146,67741829,64966,12703910
140,13251,1000,35345,7288018,35235,55878,35345,36100315,35257,9352306
140,34805,991,55134,13689443,55079,37074,55134,34316017,54989,10361934
140,6530,985,21363,2479301,21292,33993,21363,40188537,21307,11365235
140,53928,999,66253,28767603,66195,39961,66253,43580988,66033,13499860
140,21152,999,42973,10272737,42960,37250,42973,35284678,42849,9380408
140,10933,995,30920,4409026,30920,39219,30920,36183718,30845,9266578
140,12336,1000,33718,5052397,33665,37372,33718,32074099,33625,11108901
140,45957,999,66044,20998527,66044,36193,66044,37078141,65834,9299498
140,32951,996,57810,18770475,57807,45014,57810,53155314,57632,9821153
140,67042,989,69723,32105520,69672,334888,69723,48551057,69491,11494613
140,14388,990,36678,6668684,36640,87329,36678,34119099,36584,12210187
140,44476,997,67100,23040611,67100,52541,67100,39172582,66920,10046260
140,31178,960,49599,14225654,49541,34987,49599,36741665,49464,11060062
140,47842,991,68524,22370784,68524,37908,68524,37410549,68318,10055866
140,3717,1000,20509,1573608,20509,33006,20509,37546248,20457,12793428
140,28722,995,52187,13079719,52094,42642,52187,36011446,52063,9971974
140,30779,1000,53565,14629997,53475,32338,53565,55014481,53435,9949889
140,29141,999,52218,12877534,52218,35077,52218,37454248,52076,9909996
140,16676,986,36713,6775289,36612,32526,36713,33175934,36619,9121463
150,49125,997,71112,20440485,71076,34427,71112,38132822,70949,11114750
150,24865,995,54675,10817665,54640,36597,54675,39957923,54539,11359470
150,43891,1000,58060,19276971,57974,36948,58060,41050740,57930,11722581
150,12739,998,37709,6645368,37673,44268,37709,38710871,37614,11154470
150,71889,999,77443,31889998,77443,35749,77443,40716869,77199,12118244
150,22224,989,44878,9899177,44878,42693,44878,51343571,44745,22056646
150,62160,981,72203,64639064,72141,51160,72203,43913886,71982,13319135
150,12425,997,34316,7441195,34248,43174,34316,41751034,34227,12681965
150,4381,1000,19495,2463738,19431,37308,19495,42971298,19446,12658783
150,28854,997,56874,15147589,56874,36535,56874,44430093,56742,12469471
150,29524,991,55168,14889726,55053,36805,55168,37408218,55023,11430875
150,38820,1000,63006,16819396,62959,33166,63006,38205987,62886,11139977
150,51785,998,63859,22922641,63849,36341,63859,37650801,63665,11254393
150,39419,996,63209,16941732,63158,34188,63209,38123687,63076,11089511
150,67268,989,72626,28660782,72626,34892,72626,61110179,72391,10692040
150,11651,995,31734,4977936,31715,34340,31734,38835824,31647,10880893
150,72563,986,73435,29971153,73399,33825,73435,36608866,73217,10566793
150,26807,1000,55910,13688241,55899,39009,55910,41803470,55793,10716376
150,60684,998,76598,24663059,76598,43556,76598,39280865,76380,12076656
150,29871,999,56374,13995695,56370,42612,56374,38858087,56237,10959232
150,22719,992,50011,9136903,49978,34118,50011,40653356,49890,10597042
150,8193,989,28684,3243007,28566,40131,28684,35961998,28615,11527953
150,39200,984,60640,17065412,60640,36159,60640,37024564,60499,11289664
150,39872,988,64899,17867567,64840,32852,64899,51504492,64714,24998759
150,44023,1000,69062,19207530,69048,31947,69062,37025793,68903,11029672
150,74308,992,73887,31416032,73887,32262,73887,38054967,73639,11366579
150,6906,998,25229,2925382,25110,33917,25229,39651963,25176,11283990
150,29871,995,58070,13028498,57969,34825,58070,37174547,57935,11158000
150,14781,990,38970,6098287,38883,33494,38970,39947134,38880,11728707
150,65604,976,74722,27400669,74722,31654,74722,36588862,74507,10765272
