n,Budget,MaxValue,MaxValueDP,MaxValueDP Running Time,2-Approximation,2-Approximation Running Time,MinCostDP,MinCostDP Running Time,FPTAS,FPTAS Running Time
580,207294,1000,272535,498484157,272534,102430,272535,881344020,272335,1217606110
580,289861,999,297495,513294157,297494,96297,297495,903235547,297246,907681817
580,140608,1000,226008,364298452,225997,94260,226008,831012902,225857,1134763113
580,197994,998,269239,369897477,269223,97007,269239,966136696,269057,1074915635
580,202090,1000,265997,375529926,265986,96710,265997,935697566,265812,915942801
580,260256,998,280953,562129195,280943,99510,280953,824998005,280721,1158462067
580,259300,999,288708,515231031,288681,101583,288708,941640470,288470,1076246698
580,26839,999,100901,41198576,100863,91191,100901,962658883,100844,918301450
580,283904,997,283841,646186793,283841,104003,283841,782821334,283589,1160807819
580,72540,996,166735,113285955,166651,117373,166735,991977233,166625,908570506
580,220167,999,282865,485258476,282863,107299,282865,810530483,282649,1098572885
580,91425,997,184873,197885229,184802,148767,184873,1009333123,184757,1086227116
580,210994,997,263701,425182278,263675,96617,263701,944971090,263503,912774086
580,90882,996,193744,291427822,193732,94890,193744,700283226,193625,1268873271
580,264491,995,281902,472908039,281875,100119,281902,928385426,281651,1072021098
580,299374,1000,293845,524706319,293845,106077,293845,747162429,293600,1038912704
580,171417,1000,255554,271083820,255493,96878,255554,792008102,255391,1045169805
580,171527,999,256430,265899650,256426,95401,256430,923047388,256263,1203364812
580,50398,998,145354,78233433,145347,113353,145354,964524191,145259,1075974261
580,160632,1000,246804,314971972,246792,99001,246804,1003490832,246641,1076689901
580,257104,998,285211,458783906,285198,96545,285211,919079467,284984,912917848
580,53357,997,139357,84027700,139338,104033,139357,827367270,139261,1262726808
580,26412,998,95404,40529450,95340,90702,95404,980701058,95345,1085369649
580,210965,998,272944,389541501,272937,106285,272944,972303778,272740,1064559710
580,236607,999,282693,424998507,282691,95718,282693,936814808,282478,920970392
580,92580,1000,196438,285561402,196405,94592,196438,824307516,196309,1130660326
580,59811,1000,150535,93281463,150502,93694,150535,931840469,150439,907321411
580,111721,1000,200000,316526807,199975,97894,200000,812262593,199877,1137212685
580,241693,1000,288789,434657502,288758,95281,288789,926478342,288574,908333100
580,147386,996,242710,370452054,242647,95132,242710,817413597,242546,1146397370
580,276763,999,295458,497223814,295454,100499,295458,752485644,295223,1058099268
580,259330,998,285466,520791523,285451,109885,285466,966746714,285231,1091180046
580,14759,1000,76400,22799362,76348,91430,76400,953775359,76356,1058301545
590,292911,999,291278,647995542,291278,143072,291278,800487546,291032,1278183143
590,212058,999,276008,394232707,275989,125687,276008,957463483,275811,947086479
590,297092,1000,298872,658142172,298866,111075,298872,888810809,298634,1040113357
590,83529,1000,182996,249106726,182996,104101,182996,1011443625,182882,1114834010
590,280516,991,298746,610311861,298746,189448,298746,799474633,298498,1283995446
590,73377,1000,168327,119200612,168310,134626,168327,929410642,168222,1257106715
590,261993,1000,284860,474641208,284860,115615,284860,951081654,284629,939675889
590,238183,1000,293487,570843094,293454,100863,293487,912698058,293280,1058797602
590,276828,999,289005,552364288,288988,100938,289005,905137749,288776,1223864319
590,147154,999,241075,233437240,241048,106137,241075,864372585,240924,1231590743
590,266196,998,298113,474980399,298079,97443,298113,904372101,297880,1257577132
590,272479,999,286243,488264274,286239,115421,286243,931306578,286021,1082780861
590,294654,1000,299190,633218077,299190,100521,299190,890914583,298942,1147205234
590,231225,1000,290685,429071312,290677,100514,290685,924965242,290474,1259060700
590,22859,1000,93450,35910915,93418,109174,93450,975834176,93387,1090175184
590,54415,997,143474,144650641,143473,95909,143474,1033878559,143381,1124824709
590,183320,999,260869,354240780,260842,103082,260869,984445851,260681,1104441522
590,207274,998,282985,394280182,282971,116570,282985,925842020,282799,1225579190
590,80971,997,166781,129822600,166766,99681,166781,980611032,166670,1247512692
590,124469,999,221272,196412338,221225,110156,221272,919875871,221137,1255431067
590,232205,998,292077,427554647,292065,104096,292077,987718458,291876,1112537794
590,26663,998,101448,41875061,101427,107195,101448,974776471,101390,1236638575
590,199193,1000,270594,376533463,270564,99239,270594,1006274213,270414,1134067565
590,259357,1000,294817,470349319,294794,100372,294817,915660494,294580,1222813715
590,54645,998,140871,86100418,140843,98705,140871,948572537,140778,1084287218
590,105327,999,207948,223988756,207901,103755,207948,984363006,207815,1095298800
590,66628,1000,167873,162347170,167852,101497,167873,1032541166,167769,1104850548
590,129002,999,223811,260494530,223762,103480,223811,1018444040,223665,1099224214
590,150796,999,242176,295355454,242146,109708,242176,993417023,242012,1089694168
590,138192,998,226425,275683018,226376,102865,226425,994550832,226269,930685800
590,256566,999,292351,593194287,292331,97818,292351,905851745,292132,1057068965
590,274897,996,298399,558220720,298399,98852,298399,882955220,298155,1247535198
590,147047,996,228529,298038545,228485,110358,228529,734521455,228376,1061830123
590,243564,998,278083,502567879,278055,103216,278083,925416064,277861,1280394801
590,18046,1000,76424,29128217,76334,104230,76424,1013348381,76372,1111465178
590,30601,998,105742,49294424,105742,96105,105742,970101121,105676,1249921093
590,214467,1000,272677,397700715,272649,98462,272677,994662976,272483,1111901321
590,90107,999,189118,203401392,189072,100063,189118,749506426,188997,1078025905
590,14801,998,80853,23435489,80766,105900,80853,1027203855,80805,1087476798
590,136862,1000,234779,277614920,234710,98378,234779,972725821,234622,949931679
590,199211,996,272020,440960873,271978,98306,272020,831589620,271830,1181543539
590,62017,1000,156503,99717610,156448,101241,156503,1001440185,156403,1244773016
590,74488,999,176990,118080053,176954,97303,176990,949138865,176876,948798058
590,18149,1000,82611,29457891,82595,93401,82611,856637106,82555,1298839081
590,44990,1000,134435,71515227,134408,102399,134435,963272096,134354,947907400
590,65582,1000,167553,231500815,167551,126956,167553,838524951,167440,1159811519
590,134020,1000,214556,270168436,214545,97524,214556,988824808,214422,934387583
590,25347,999,95603,39683217,95543,92961,95603,859345554,95541,1273221932
590,145287,1000,245800,295216583,245760,126496,245800,759388579,245643,1061329699
590,84130,999,185330,132804803,185265,99649,185330,972959283,185205,1231858041
590,225490,1000,290639,426595486,290589,103736,290639,964106482,290433,1091302971
590,256511,999,296980,578199363,296980,101695,296980,796791451,296747,1327152817
590,280414,1000,287004,502624548,287004,100764,287004,901156681,286764,1249953025
590,56534,1000,151835,89692022,151725,97637,151835,961448749,151742,1081565264
590,9655,1000,53424,15320894,53361,116551,53424,958976355,53394,1238927064
590,151677,999,249772,303129755,249737,101458,249772,1013485730,249611,1121564756
590,202323,1000,260857,383021391,260780,97518,260857,963133867,260682,950936501
590,52753,997,134558,213046166,134499,96456,134558,834519169,134465,1177787789
590,38771,1000,128102,61444833,128102,103361,128102,939895800,128026,1262534169
590,124294,1000,222208,196813694,222167,104077,222208,904023508,222067,1233870937
590,93628,998,184440,151438265,184402,107660,184440,915244016,184320,1241167302
590,120795,997,212954,190487946,212954,97023,212954,906875378,212824,1243371908
590,260574,999,282397,478688168,282397,98417,282397,958302424,282170,1095762561
590,114093,998,218627,237312349,218578,113334,218627,995020320,218488,1111672704
590,165338,1000,250299,316657416,250249,105846,250299,958793188,250147,964878980
590,273872,998,278918,617755356,278913,99493,278918,896576606,278688,1046111397
590,222336,1000,277646,468264152,277646,101601,277646,929325720,277440,1241324929
590,15660,1000,70214,24765536,70148,93693,70214,992193369,70167,1125626941
590,76458,999,173545,182960977,173484,99395,173545,1034518734,173439,1092242859
590,287941,998,283429,515128148,283420,117103,283429,761514169,283183,1058566318
590,30238,999,107486,47911975,107474,94304,107486,1023333567,107419,1085387185
590,58677,1000,147104,152001263,147033,103300,147104,1055152088,147012,1116123858
590,16917,1000,86634,26703909,86634,93316,86634,979245068,86583,1257957132
590,45152,1000,130507,71833286,130468,115085,130507,968018390,130423,1117328661
590,87831,996,178722,195725370,178699,102439,178722,1031693956,178610,1112772544
590,14679,998,74387,23166308,74322,92897,74387,976102636,74342,1265537303
590,190303,996,273564,305815406,273519,99836,273564,862060713,273369,1206861613
590,182120,1000,269952,346915411,269931,144423,269952,994549587,269786,1108941538
590,181764,1000,263077,345574495,263063,238169,263077,960186681,262910,944290067
590,54035,996,143100,212127721,143052,172451,143100,833104815,143011,1144929796
590,79684,996,172330,183179000,172280,108366,172330,777350668,172220,1068800120
590,246571,996,294477,507122684,294475,109352,294477,925073063,294269,1242601155
590,179352,999,259220,289574292,259192,110044,259220,869018091,259050,1212195745
590,64986,1000,159194,103016955,159166,118971,159194,936927436,159098,1238247657
590,90566,1000,186612,143515155,186603,107710,186612,936041037,186496,940695476
590,136738,998,228560,348301232,228554,112688,228560,845408600,228425,1190043782
590,55205,998,152577,88086680,152537,122157,152577,1041811385,152486,1093768360
590,226062,999,283187,415476365,283165,107901,283187,908958247,282974,1241300658
590,138960,997,234828,220359434,234768,127265,234828,882724105,234674,1225571924
590,41023,1000,137860,69872682,137752,110232,137860,967587219,137775,1081985469
590,199840,998,281729,374610085,281658,110106,281729,919390123,281527,1225945869
590,266766,997,292133,483172101,292133,118958,292133,926933506,291904,1245594707
590,125488,999,228143,200203448,228120,116347,228143,906284631,227995,1258734733
590,130974,1000,225004,217151184,224939,115908,225004,899769144,224861,1247085493
590,78480,1000,176086,133210461,176086,114423,176086,941533967,175977,1102051436
590,99554,999,198720,218482776,198702,118985,198720,992611221,198591,1107811104
590,100184,999,197865,214728706,197838,126322,197865,1011838229,197741,1102465006
590,127177,1000,219024,262052219,219013,118775,219024,1010200575,218881,1092095906
590,281730,1000,295739,628515249,295739,122390,295739,896943499,295502,1176640449
590,52897,999,142113,85210013,142089,119750,142113,945858429,142019,1233072519
600,125813,995,222795,203383112,222755,108703,222795,956379735,222657,1257037316
600,186911,999,274336,357080493,274292,116494,274336,991478274,274150,1286784514
600,162676,995,243532,260669971,243493,111220,243532,947600521,243377,1200307134
600,288901,1000,299283,639625238,299283,113907,299283,916680268,299098,1191111638
600,253833,1000,306708,585806323,306676,119633,306708,920460048,306532,1198747395
600,194777,998,276576,371763987,276555,123038,276576,954328604,276390,1273105178
600,243922,996,290453,451144380,290437,108151,290453,951980126,290247,1262506659
600,217102,999,272449,404972302,272449,109224,272449,968240730,272254,1193326604
600,206610,1000,279570,448359957,279543,105736,279570,902893954,279415,1182242919
600,60192,998,154524,153226760,154454,120844,154524,945265080,154420,1215908481
600,275311,997,297133,616622289,297132,111114,297133,925052906,296899,1186450402
600,142426,1000,242270,290184926,242234,115821,242270,980649300,242150,1284354111
600,59122,1000,160777,94365338,160760,161188,160777,978886081,160701,1282227916
600,181256,1000,270509,349229785,270473,132430,270509,1020959683,270365,1135278157
600,265054,998,290542,597929502,290542,126886,290542,909565580,290325,1187981247
600,228434,1000,292727,439683416,292727,111758,292727,977116569,292569,1208438750
600,225618,1000,291437,423240351,291413,105472,291437,925067243,291271,1277614716
600,105515,999,200877,225876457,200855,142551,200877,949901192,200750,1191407552
600,284930,1000,304663,628367564,304660,101188,304663,917891928,304471,1195553799
600,106622,994,199591,232151787,199577,98981,199591,1009770754,199467,1180167874
600,193250,999,277039,312901497,277035,101054,277039,992101221,276850,1198116818
600,215855,1000,286437,402517948,286437,99432,286437,956080007,286275,1270487912
600,65941,999,163417,107078041,163396,99775,163417,961492875,163318,1279650908
600,209016,1000,281947,390985213,281941,100890,281947,973954606,281800,1187026770
600,149045,997,241109,239823923,241100,110744,241109,958715573,240955,1270352101
600,220304,1000,292701,412644302,292678,109014,292701,962638437,292538,1290036576
600,222966,1000,294734,415423818,294711,101101,294734,983984692,294577,1168470969
600,287366,999,293303,573949503,293303,103054,293303,937323428,293065,1286845324
600,261461,999,292046,475747651,292032,105483,292046,956355415,291828,1279063900
600,211730,997,272099,397589024,272088,99091,272099,997553029,271909,1169750679
600,144074,997,240943,233767842,240896,100255,240943,958413931,240786,1271488808
600,11482,998,70816,17867669,70816,106102,70816,1004846735,70781,1165809369
600,131427,1000,227309,220753184,227285,118824,227309,969274609,227190,1267629692
600,126635,1000,221118,264746094,221115,100171,221118,1035425068,221004,1143029127
600,28136,1000,104223,45889306,104219,100119,104223,1023366178,104169,1201581009
600,271313,998,298425,611633870,298425,110010,298425,922517047,298199,1211468181
600,94356,1000,190300,209780724,190285,98752,190300,1030896478,190201,1154626263
600,126474,1000,228252,260021764,228211,116292,228252,1005612313,228139,1283093040
600,70847,1000,169871,115963181,169871,106524,169871,967285761,169789,1277659816
600,282139,1000,311123,513945548,311123,102653,311123,943071985,310929,1286828599
600,137280,1000,231425,284425780,231421,102983,231425,946593549,231319,1195294756
600,114592,1000,225892,244404039,225865,104504,225892,1046275396,225776,1122952872
600,128251,999,222966,263616588,222904,99580,222966,994426186,222823,1288683729
600,100059,998,196754,162119410,196733,107200,196754,944855823,196628,1263819552
600,145719,997,241622,291165798,241618,100948,241622,1026972577,241463,1146654469
600,191714,999,278448,366035345,278424,99434,278448,939366651,278273,1272605799
600,288081,997,312198,528594235,312196,105283,312198,909462172,311963,1268567396
600,84249,1000,182854,193036825,182832,99165,182854,951401271,182761,1204949593
600,227740,997,282989,424462537,282985,100516,282989,946927914,282791,1268062095
600,95449,998,200855,211795011,200811,111355,200855,960985041,200728,1205092687
600,201642,1000,281448,393248835,281448,101814,281448,961670912,281293,1279803716
600,103755,1000,196972,167957540,196972,99859,196972,932879991,196880,1275769030
600,235715,999,282039,438583675,282028,100077,282039,936841867,281838,1264143301
600,274813,997,298037,516038679,298028,107069,298037,933494073,297792,1264393046
600,15330,998,83319,24569176,83294,95816,83319,990535349,83264,1181522694
600,279452,999,296628,565347699,296606,104513,296628,936389759,296405,1281688730
600,12459,1000,72844,19939361,72818,95169,72844,1016838676,72807,1175643017
600,138719,1000,234329,223674881,234283,116772,234329,958636352,234213,1308233417
600,105839,1000,214152,187662805,214066,112951,214152,991336162,214048,1227164295
600,127109,1000,231716,274970632,231629,114733,231716,1013259277,231595,1136804605
600,86181,1000,179831,195817424,179816,155496,179831,1011653317,179740,1171386263
600,92711,999,195139,151887460,195126,168824,195139,1008030193,195012,1267299490
600,77582,999,183872,125385663,183868,126035,183872,961329589,183755,1266886510
600,291350,1000,301275,527884515,301274,100010,301275,911873458,301081,1266638949
600,173897,999,259576,345193377,259557,113100,259576,1022666142,259401,1199129337
600,206581,1000,273214,446502187,273167,102068,273214,928014783,273068,1185747085
600,28942,1000,107661,45881618,107661,96041,107661,976082619,107606,1265124108
600,215048,1000,284337,409062275,284337,96923,284337,956828033,284178,1276934043
600,155156,1000,256256,311234377,256234,119099,256256,943491076,256125,1209170282
600,192367,1000,270320,375950464,270307,96943,270320,955658279,270165,1281913994
600,183211,999,260917,355240345,260860,103592,260917,995886361,260744,1173046499
600,85696,1000,186424,139891401,186384,106735,186424,1035943085,186327,1172917453
600,285261,1000,298095,570060416,298095,100551,298095,941712587,297903,1267717887
600,52210,1000,140897,83805679,140881,97010,140897,969688859,140822,1184148598
600,269203,999,294105,549055262,294097,99068,294105,962300922,293881,1171415524
600,243559,996,289250,516538480,289221,122592,289250,976722905,289030,1198431702
600,71405,999,163169,116727225,163141,97936,163169,1039990016,163068,1184983529
600,23953,998,103903,42435272,103794,101871,103903,1060452052,103836,1146428528
600,255994,998,305294,585200926,305273,103833,305294,908984569,305069,1197134989
600,266373,1000,297800,600924048,297800,104646,297800,916673793,297609,1174844182
600,129889,1000,234836,273282443,234795,99453,234836,988868190,234720,1281508890
600,75338,1000,176647,121293884,176572,97268,176647,950288106,176564,1286712086
600,80479,997,185774,132346800,185722,101384,185774,949215602,185658,1271645526
600,283974,999,297651,512810873,297651,98525,297651,917478058,297414,1267045883
600,139574,1000,231182,280130509,231172,97063,231182,1014260936,231070,1132168665
600,237882,1000,301790,554138993,301790,122455,301790,914442653,301615,1196192145
600,281850,1000,295830,616152621,295818,161249,295830,914873907,295653,1185567005
600,118233,997,218087,250668324,217991,96383,218087,1009912516,217951,1308247260
600,87013,1000,171402,140832054,171397,102172,171402,965606720,171314,1277510843
600,212302,998,282696,402970185,282690,114865,282696,993973243,282503,1205038190
600,42879,999,130468,69259033,130435,98196,130468,1066117933,130383,1124936783
600,159730,1000,253944,315834555,253900,119511,253944,964214031,253804,1264984609
600,207295,1000,291023,394755139,291023,99508,291023,989612163,290861,1174968539
600,149115,1000,236343,248773292,236343,124194,236343,947254229,236226,1264119460
600,95048,996,194062,210798413,193986,101068,194062,952486417,193945,1190597737
600,32688,998,118745,52775911,118721,94258,118745,970601356,118669,1271305054
600,136708,999,230689,276336800,230689,98187,230689,1021254480,230543,1127219395
600,136240,999,222876,274555625,222873,98188,222876,984662052,222729,1308520326
600,77004,999,174599,124004395,174553,96980,174599,984416534,174493,1278864247
600,223011,999,286846,428088106,286806,102843,286846,980807071,286640,1174750909
610,284379,999,308198,588670880,308187,102243,308198,945055422,307968,1306643108
610,48652,999,144363,79711358,144319,98638,144363,966787916,144276,1290341407
610,175501,999,279058,347630160,279036,99860,279058,980402292,278882,1287105281
610,245680,1000,285159,458576438,285154,100619,285159,990584068,284946,1232297255
610,171364,1000,265290,339474239,265271,115541,265290,966202436,265133,1320737128
610,105894,1000,206529,232676390,206469,112299,206529,934605452,206416,1275225612
610,121109,998,233034,202229830,233027,108997,233034,1013816617,232894,1294123591
610,154423,1000,250491,315892584,250491,102122,250491,1018926394,250334,1311665681
610,139188,999,239059,283818904,239011,113688,239059,1021727635,238914,1207923091
610,38655,996,118773,66303862,118749,127322,118773,1058816484,118692,1222116328
610,234787,1000,296269,498473445,296259,101111,296269,982898895,296075,1303645277
610,27758,998,109601,45721714,109526,96829,109601,1000649894,109531,1313151090
610,116355,999,209058,250070868,209023,159244,209058,957084542,208929,1274474149
610,164693,999,251328,385699097,251307,103956,251328,948957386,251162,1226553405
610,222618,1000,282708,536559167,282708,114671,282708,947204512,282521,1286729631
610,159183,1000,246244,260759940,246209,106430,246244,1031039804,246088,1242117338
610,101446,1000,200953,228497681,200953,102968,200953,1053608920,200828,1201316570
610,237976,1000,291355,508280742,291347,105670,291355,979291967,291152,1296065853
610,219520,1000,301856,418770741,301852,100066,301856,980152668,301656,1306768835
610,103447,1000,196469,228156761,196443,99949,196469,967382028,196350,1280234472
610,118437,998,226112,194032166,226112,120678,226112,999458591,225969,1301056811
610,5467,1000,47583,8661018,47498,95197,47583,1020551138,47554,1305914379
610,24826,1000,98213,40438059,98085,100049,98213,996368826,98159,1311745843
610,170585,1000,260990,337528016,260965,106989,260990,1018295758,260823,1321560530
610,224770,1000,279601,429435077,279584,111682,279601,962063320,279397,1292910164
610,165348,1000,257314,324995335,257314,99351,257314,1003260511,257160,1305024156
610,2217,1000,28361,3338498,28165,103780,28361,1017337311,28345,1204672067
610,280525,997,299325,578324751,299321,104789,299325,976770569,299087,1245734608
610,84878,999,191154,196349494,191092,98203,191154,946088966,191038,1275304316
610,102100,1000,197312,167778467,197286,99703,197312,1004222745,197189,1307209962
610,112377,996,211043,242748440,211008,143222,211043,1028675252,210907,1205725273
610,158304,999,242707,374066966,242670,113591,242707,943252493,242546,1227604586
610,128161,998,224557,272191250,224546,99510,224557,1006816565,224416,1315994581
610,12312,994,73184,20356535,73184,97399,73184,1010462766,73142,1309922904
610,116330,997,218764,247897544,218722,99720,218764,926338161,218620,1268997357
610,184375,998,265854,415052061,265850,100348,265854,932168909,265688,1296851169
610,99842,999,202431,165562682,202388,102515,202431,1052788894,202309,1223407970
610,112419,998,218956,298573360,218929,99725,218956,954183540,218820,1282418855
610,79354,996,183381,130697009,183371,105463,183381,1036703781,183265,1201514551
610,81411,998,177921,137390819,177882,118482,177921,1017249912,177810,1305040423
610,61475,996,159998,157892521,159926,99104,159998,975568134,159899,1285278654
610,291394,995,300038,592098074,300034,105930,300038,962662982,299795,1204346965
610,11727,1000,70239,18621051,70229,105131,70239,1059482555,70196,1206522949
610,184092,997,266046,412148307,266017,100454,266046,995373858,265858,1207628068
610,2398,1000,32910,3521513,32910,98915,32910,1105630738,32891,1211297572
610,234954,1000,295908,500444715,295880,101579,295908,981551278,295727,1327496216
610,227449,1000,287773,431488718,287735,103897,287773,989126812,287575,1302734016
610,124287,999,230594,260077492,230582,110803,230594,1023629395,230452,1223598455
610,158812,1000,253927,372604451,253860,100515,253927,959592030,253773,1248778420
610,246317,1000,303732,571474943,303703,102319,303732,926605279,303505,1267922084
610,196610,999,276249,437791316,276249,108023,276249,942182174,276058,1260562063
610,66801,998,157168,110422339,157090,106479,157168,1049938436,157067,1326183511
610,290829,998,299406,536206914,299406,132111,299406,962796752,299161,1236254025
610,74357,999,181313,182645844,181260,104733,181313,1039846597,181207,1215713619
610,62491,998,159834,104445397,159826,101522,159834,1035101652,159736,1312264160
610,129853,1000,228359,275250021,228329,106865,228359,930920128,228213,1275676212
610,231948,1000,289764,490676887,289764,100176,289764,1012864901,289551,1206613629
610,281136,1000,303706,572922493,303685,100309,303706,954303947,303470,1320981432
610,170648,998,258771,339325306,258731,100174,258771,977129166,258603,1310263036
610,37946,1000,119959,61346298,119950,97872,119959,989961041,119886,1311886769
610,36112,999,127428,59338603,127415,108678,127428,1063069804,127350,1238068685
610,153112,1000,245371,306934209,245360,101125,245371,1013454282,245218,1309018815
610,79515,999,183817,131265243,183791,100821,183817,989707920,183702,1217575577
610,247844,999,282908,577709071,282898,117344,282908,921337574,282696,1266895108
610,272248,998,319353,571178522,319332,102193,319353,967423332,319129,1212962038
610,192384,1000,286357,427656503,286352,101078,286357,996682101,286175,1202212207
610,301597,1000,298336,716804411,298336,102424,298336,948544139,298092,1240642489
610,264784,998,303957,609080802,303938,102578,303957,928790311,303724,1274191868
610,83116,1000,181994,139155751,181983,110406,181994,1016035076,181876,1301310248
610,78928,999,179644,186218337,179579,103926,179644,974011781,179534,1273331112
610,205973,1000,293578,456264549,293532,99638,293578,935193553,293389,1271357517
610,289683,1000,308654,592732912,308654,106819,308654,983468200,308420,1202593372
610,24191,1000,101959,39206825,101924,95490,101959,1070880874,101900,1207077728
610,269648,998,305084,551626205,305067,102548,305084,995818367,304848,1221753106
610,214857,999,281886,525374736,281873,101945,281886,943202936,281691,1234799196
610,179782,997,273079,350515571,273060,101654,273079,997003114,272905,1242077373
610,253892,998,295674,616489526,295667,104166,295674,942662430,295445,1280519289
610,68339,999,167456,112130991,167456,98601,167456,1046774190,167364,1200625543
610,79602,999,182863,130286137,182863,99668,182863,1019806797,182753,1289728424
610,220327,997,277783,416652188,277783,100713,277783,972349452,277590,1243592577
610,200471,998,277147,393985240,277110,113456,277147,996932007,276962,1236235629
610,274702,999,304236,620976742,304235,100939,304236,938249998,304008,1282436013
610,312099,991,299936,623626605,299933,101700,299936,907744738,299700,1316519308
610,179052,999,255940,353578096,255909,101420,255940,994935504,255775,1323281771
610,265772,1000,310171,499437620,310148,103975,310171,977424227,309940,1239256226
610,281187,1000,294770,629811051,294750,104200,294770,924699818,294540,1253686339
610,252516,998,305365,529886110,305349,121235,305365,974517824,305137,1300828758
610,67958,997,155541,111124571,155541,98668,155541,1009084914,155439,1242800794
610,109338,1000,209715,235777294,209677,103420,209715,1031376896,209590,1202699485
610,216431,996,293734,464005902,293727,100173,293734,974876011,293537,1321241336
610,163461,999,245131,325747005,245128,100302,245131,1030398479,244976,1206864784
610,124738,999,224275,208703084,224233,99786,224275,1032771311,224145,1254013191
610,295020,1000,305410,655099012,305410,102308,305410,922849810,305173,1252055522
610,229355,999,289437,490462235,289423,101241,289437,989586427,289243,1203597200
610,213916,1000,293505,469353764,293483,103673,293505,991760309,293311,1329779927
610,208809,995,289768,401533326,289722,100058,289768,976381810,289584,1310285092
610,170665,993,263197,340994886,263165,99246,263197,1007046066,263026,1219591102
610,203167,1000,278436,444091567,278433,98553,278436,995024030,278259,1207270641
610,261077,1000,316823,547234048,316805,116595,316823,967179904,316607,1303310856
610,25546,998,98423,41732437,98423,96354,98423,983429260,98365,1302874728
620,29829,999,111784,49166694,111710,100077,111784,1061790527,111710,1313432269
620,177721,1000,276132,411007985,276081,102454,276132,953239230,275966,1303420361
620,53729,1000,150298,89129830,150234,100135,150298,1061584799,150213,1339284515
620,232657,998,302611,557606123,302611,104345,302611,963735018,302403,1310110464
620,190142,1000,275309,425248134,275264,102126,275309,926817849,275139,1304240624
620,3443,998,33336,5434607,33336,96706,33336,1107757279,33316,1359830447
620,72332,1000,175741,181802062,175730,107131,175741,971529641,175643,1301566217
620,121966,999,221308,316536657,221288,104447,221308,980703451,221178,1329363903
620,244844,1000,293038,520637019,293030,103411,293038,993505080,292839,1336925778
620,249634,1000,301924,592408361,301918,105219,301924,957720114,301712,1319472073
620,35018,1000,122909,60701474,122881,109531,122909,1081475895,122831,1335381769
620,175966,999,279694,357143604,279694,107558,279694,1071872650,279516,1331167655
620,125648,1000,233943,212545479,233923,101840,233943,1008684355,233818,1329854206
620,106000,1000,207597,232893796,207585,107684,207597,1037255696,207477,1234191904
620,299021,998,312604,725402107,312599,103452,312604,939842662,312357,1322473281
620,59716,1000,148038,99098096,147998,106637,148038,1109298388,147958,1342420244
620,132504,1000,242305,220220637,242254,122294,242305,1053978091,242168,1346087025
620,281942,1000,329301,594151968,329290,113395,329301,987973202,329091,1223875385
620,193534,999,272674,438379889,272647,102518,272674,1043270808,272494,1333152630
620,190155,1000,283994,437390279,283951,108983,283994,973097802,283816,1311599535
620,227427,1000,296293,501339222,296270,109375,296293,911251302,296095,1290514842
620,136023,1000,248833,338078174,248817,148271,248833,936700045,248680,1290708668
620,164248,999,270418,390312451,270396,102808,270418,1023645322,270255,1355447418
620,276691,998,314692,635496942,314684,103851,314692,957895234,314473,1298526231
620,214275,1000,291260,467732855,291255,106747,291260,998552766,291079,1346900954
620,75305,995,180443,182465257,180413,152346,180443,985766790,180335,1317187459
620,271768,1000,311596,563936383,311596,102993,311596,1006295022,311374,1330023761
620,248099,999,300051,535524956,300040,100677,300051,892430612,299836,1294590730
620,308103,998,307369,749688848,307369,102654,307369,957753198,307115,1305071175
620,54556,999,149513,90552368,149513,153723,149513,1115358877,149418,1346080285
620,114450,998,225238,195275936,225222,110650,225238,1027108384,225108,1340222786
620,236511,1000,302861,559492868,302845,109726,302861,947268727,302666,1296673918
620,207961,1000,285301,457747536,285281,106198,285301,1008476946,285119,1230343314
620,168898,997,255981,399379615,255948,102526,255981,1023168576,255829,1334803015
620,220284,999,298614,429995764,298602,115473,298614,1019407130,298418,1302859074
620,250857,1000,320403,535909381,320380,105406,320403,999983541,320190,1223884734
620,236060,1000,296697,618809999,296671,106495,296697,963197909,296498,1326383308
620,154261,997,254854,371789403,254837,101300,254854,978207565,254707,1395059893
620,275788,1000,312114,610003498,312114,115800,312114,1003606965,311881,1351056299
620,65627,1000,160682,167169445,160623,101317,160682,974324290,160594,1297909882
620,148636,999,244426,358866006,244426,101594,244426,942957973,244277,1292014981
620,60133,995,159676,100168897,159549,100480,159676,1094126988,159579,1333162499
620,178864,998,272602,408894357,272548,102213,272602,969057026,272423,1297059952
620,180764,999,282555,411464272,282549,102563,282555,925372394,282367,1308008218
620,61499,1000,155780,103129213,155727,100319,155780,1105315158,155688,1314210394
620,130854,1000,228069,216341795,228069,102429,228069,1057004796,227937,1314027856
620,242687,1000,292301,523490730,292280,102562,292301,916746845,292108,1291918590
620,80014,999,174593,246604072,174575,101641,174593,990458995,174485,1328969823
620,212314,1000,296658,472279641,296656,101845,296658,921068479,296479,1299865742
620,237965,999,298910,514351970,298896,104073,298910,1017017279,298712,1344331865
620,133410,997,231475,222884014,231439,119022,231475,1062508841,231329,1330786664
620,130284,998,232119,227123649,232073,101302,232119,1010977636,231979,1357310246
620,172293,998,269484,347140104,269444,101109,269484,1031969406,269321,1331351756
620,153606,998,246249,259614890,246247,102670,246249,1036127358,246100,1325668181
620,36800,998,125298,61591071,125298,100880,125298,974850285,125225,1278582839
620,74034,1000,181537,236274887,181529,99898,181537,1007556313,181431,1311160376
620,40359,1000,125712,72503840,125666,106940,125712,970729691,125635,1284548025
